MP_Name,Is_Former_Member,Constituency,State,Lok_Sabha,Entitlement,Released,AmountAvailable,WorksRecommCost,WSCost,ActualExpenditureIncurred,UnspentBalance,Flag_Overspend,Sanction_Ratio,Flag_Sanction_Over_Entitlement,Recomm_Ratio,Flag_Recomm_Over_Entitlement,Unspent_Share,Flag_Idle_Funds,Execution_Gap_Share,Flag_Execution_Gap,Anomaly_Score,Risk_Score,Risk_Level,Risk_Reasons
Annpurna Devi,False,KODARMA,,17th Lok Sabha,17.0,9.5,9.6789,12.619,9.1254,7.7286,1.9503,0,0.5367882352941177,0,0.7422941176470588,0,0.20150017047391747,0,0.1530672628049182,0,0.46,9.2,Low,Compliant within operational parameters
Sunil Kumar Singh,False,CHATRA,,17th Lok Sabha,19.5,12.0,15.5407,30.9642,14.962,12.934,2.6067,0,0.7672820512820513,0,1.5879076923076925,0,0.1677337571666656,0,0.13554337655393667,0,0.595,11.9,Low,Compliant within operational parameters
V. Srinivas Prasad,False,CHAMARAJANAGAR(SC),,17th Lok Sabha,17.0,9.5,11.8561,11.469,11.469,11.3927,0.4634,0,0.6746470588235294,0,0.6746470588235294,0,0.039085365339361175,0,0.00665271601708953,0,0.499,10.0,Low,Compliant within operational parameters
Umesh Jadhav,False,GULBARGA(SC),,17th Lok Sabha,17.0,2.5,7.2032,6.9103,6.9103,4.0967,3.1065,0,0.40648823529411765,0,0.40648823529411765,0,0.43126665926255,0,0.4071603258903376,1,0.576,31.5,Low,Execution delay gap (>40% sanctioned not spent)
Nalin Kumar Kateel,False,DAKSHINA KANNADA,,17th Lok Sabha,17.0,9.5,10.5054,10.3288,10.0038,9.5153,0.9901,0,0.5884588235294118,0,0.6075764705882353,0,0.09424676832866906,0,0.04883144405126054,0,0.461,9.2,Low,Compliant within operational parameters
P.C. Mohan,False,BANGALORE CENTRAL,,17th Lok Sabha,17.0,7.0,7.7118,7.7981,7.7981,6.8258,0.886,0,0.4587117647058823,0,0.4587117647058823,0,0.1148888715993672,0,0.12468421795052638,0,0.467,9.3,Low,Compliant within operational parameters
Mangal Suresh Angadi,False,BELGAUM,,17th Lok Sabha,12.0,2.0,2.2948,9.2068,2.1018,1.6818,0.613,0,0.17515,0,0.7672333333333333,0,0.2671256754401255,0,0.19982871824150725,0,0.549,11.0,Low,Compliant within operational parameters
Shobha Karandlaje,False,UDUPI CHIKMAGALUR,,17th Lok Sabha,17.0,7.0,7.5448,7.0314,6.8423,6.4346,1.1102,0,0.40248823529411765,0,0.41361176470588235,0,0.14714770437917507,0,0.05958522718968771,0,0.489,9.8,Low,Compliant within operational parameters
Prajwal Revanna,False,HASSAN,,17th Lok Sabha,24.5,14.5,15.7961,14.7917,14.7917,14.2105,1.5856,0,0.6037428571428571,0,0.6037428571428571,0,0.10037920752590829,0,0.03929230582015595,0,0.465,9.3,Low,Compliant within operational parameters
Pralhad Venkatesh Joshi,False,DHARWAD,,17th Lok Sabha,17.0,7.0,7.5693,6.27,6.04,5.4204,2.1489,0,0.3552941176470588,0,0.36882352941176466,0,0.2838967936268875,0,0.10258278145695367,0,0.533,10.7,Low,Compliant within operational parameters
Bhagwanth Khuba,False,BIDAR,,17th Lok Sabha,17.0,9.5,14.9255,20.825,15.9421,14.2714,0.6541,0,0.9377705882352941,0,1.2249999999999999,0,0.04382432749321631,0,0.10479798771805472,0,0.595,11.9,Low,Compliant within operational parameters
Doddaalahalli Kempegowda Suresh,False,BANGALORE RURAL,,17th Lok Sabha,17.0,7.0,8.5614,8.475,8.475,7.6563,0.9051,0,0.4985294117647059,0,0.4985294117647059,0,0.10571869086831592,0,0.0966017699115044,0,0.471,9.4,Low,Compliant within operational parameters
Sanganna Amarappa Karadi,False,KOPPAL,,17th Lok Sabha,17.0,7.0,7.7696,6.86,6.86,6.4629,1.3067,0,0.4035294117647059,0,0.4035294117647059,0,0.1681811161449753,0,0.05788629737609329,0,0.494,9.9,Low,Compliant within operational parameters
Parvatagouda Chandanagouda Gaddigoudar,False,BAGALKOT,,17th Lok Sabha,17.0,9.5,11.5566,11.2872,11.2724,10.5495,1.0071,0,0.6630823529411765,0,0.6639529411764706,0,0.08714500804734958,0,0.06413008764770584,0,0.463,9.3,Low,Compliant within operational parameters
Ramesh Chandappa Jigajinagi,False,BIJAPUR(SC),,17th Lok Sabha,17.0,5.0,5.9998,19.9883,19.9585,3.705,2.2948,0,1.1740294117647059,1,1.1757823529411764,0,0.3824794159805327,0,0.8143648069744721,1,0.681,58.6,Medium,Works sanctioned exceed entitlement ceiling (>105%); Execution delay gap (>40% sanctioned not spent); Peer distribution outlier (Isolation Forest)
